prod_id,prod_name,prod_category,sku,pos_name,pos_stock,pos_price
1667,Vittles Vault Elevated Feeder 50 Lbs,accessories,029695435515,Vittles Vault Elevated Feeder,0.0,94.49
1668,Vittles Vault 30 Lbs Storage,accessories,769397142303,Vittles Vault 30 Lbs Storage,0.0,52.49
1674,Petmate 4gal Water Replenisher,accessories,029695244988,Petmate 4gal Water Replenisher,0.0,55.64
1675,Petmate Replendish 2.5 Gal Water,accessories,029695244780,Vari-Kennel-Kennel-Kennel-Kenn,0.0,157.49
1677,Zeus H2eau Fountain Dog,accessories,022517914007,Zeus H2eau Fountain Dog,-1.0,46.19
1678,Ferplast .16 Us Gal Food/Water,accessories,798549092883,Ferplast .16 Us Gal Food/Water,0.0,20.99
1679,Replendish0.5g.wtrw/Microban,accessories,029695245404,Replendish0.5g.wtrw/Microban,0.0,20.99
1680,Replendish0.5gwtrw/Micro Grey,accessories,029695244865,Replendish0.5gwtrw/Micro Grey,0.0,20.99
1682,Petmate Cafe Watr .25g,accessories,29695244360,Petmate Cafe Watr .25g,0.0,12.59
1683,Skidstop Medium,accessories,18940632405,Skidstop Medium,0.0,12.59
1686,Skidstop Heavyweight Medium,accessories,618940632405,Skidstop Heavyweight Medium,0.0,7.63
1688,Pet Mate Double Cup Large,accessories,029695231759,Pet Mate Double Cup Large,0.0,5.45
1689,Petmate Double Cup Small,accessories,029695231742,Petmate Kennel Cup Double,0.0,9.44
1690,Heavy Weight 11.5oz Bowl,accessories,030172071980,Catlife Jungle Slope Activity,0.0,60.89
1691,Vanness 16oz Double,accessories,079441002119,Vanness 16oz Double,-1.0,3.27
1695,Crisscross Steel Non Skid Dish,accessories,077234585962,Crisscross Steel Non Skid Dish,0.0,4.36
1696,"Portofino Dish Dog Blushpink 5""",accessories,77234586280,Portofino Dish Dog Blushpink 5,0.0,8.73
1702,Replendish 1g.wtrw/Microban,accessories,029695244940,Replendish 1g.wtrw/Microban,0.0,31.49
1703,Replendish 1gwtrwmicro Grey,accessories,029695244926,Replendish 1gwtrwmicro Grey,0.0,31.49
1705,Replendish2lbfdrw/Micrban,accessories,029695245398,Replendish2lbfdrw/Micrban,0.0,20.99
1711,Vanilla Ness Single 16oz,accessories,079441002362,Vanilla Ness Single 16oz,0.0,3.27
1713,Retro Small Blue Bowl,accessories,842982071353,Retro Bowl,0.0,7.63
1715,Retro Large Blue Bowl,accessories,842982071377,Retro Large Blue Bowl,0.0,15.74
1722,Retro Large Pink Bowl,accessories,842982071339,Retro Large Pink Bowl,0.0,15.74
1725,Small Blue Double Diner Trvl,accessories,030172041808,Small Blue Double Diner Trvl,0.0,13.64
1726,Petmate Travel Bowl Duo,accessories,029695235924,Petmate Travel Bowl Duo,0.0,24.14
1727,Medium Blue Solo Bowl Tvrl,accessories,842982079861,Medium Blue Solo Bowl Tvrl,0.0,11.54
1728,Catit Fountain Filter Mini 3pck,accessories,022517440056,Catit Fountain Filter Mini 3pc,0.0,7.63
1730,Petmate Kennel Cup Double,accessories,029695231742,Petmate Kennel Cup Double,0.0,9.44
1735,Titan Spiral Stake & Tie Out Combo,accessories,076484890130,Titan Spiral Stake & Tie Out C,0.0,24.14
1736,"Fourpaws Walk About 19"" Sprlstake",accessories,045663950002,"Fourpaws Walk About 19"" Sprlst",0.0,13.64
1738,Four Paws Walk-About Dog Tie Out Stake,accessories,045663905002,Fourpaws Walkabout Giant Stake,0.0,33.59
1740,"Prevue Hendrix Tieout Spiralstake 24""",accessories,048081021125,Prevue Hendrix Tieout Spiralst,-1.0,11.54
1746,Petcrest Tie Out Cable Small 10ft,accessories,026716915100,Petcrest Tie Out Cable Small 1,0.0,10.49
1747,Four Paws Heavy Weight Dog Tie Out Cable Silver 15ft,accessories,045663847159,Fourpaws Tieoutcable15fthvywgh,0.0,18.89
1749,Fourpaws Tieoutcabble20ft Super,accessories,045663848200,Fourpaws Tieoutcabble20ft Supe,0.0,33.59
1751,Titan Tieout 30' Medium,accessories,076484890628,Titan Tieout 30' Heavy,0.0,26.24
1753,Titan Tieout 20' Heavy,accessories,076484890611,Titan Tieout 20' Heavy,0.0,26.24
1754,Titan Tieout 30' Heavy,accessories,076484890628,Titan Tieout 30' Heavy,0.0,26.24
1755,Titan Tieout 30' Giant,accessories,076484512117,Titan Tieout 30' Giant,0.0,45.14
1756,Titan Tieout 10'giant,accessories,076484512087,Titan Tieout 10'giant,-1.0,28.34
1757,Titan Tieout 15' Giant,accessories,076484512094,Titan Tieout 15' Giant,-1.0,30.44
1758,Titan Tieout 20' Giant,accessories,076484512100,Titan Tieout 20' Giant,0.0,45.14
1763,Prevue Hendrix Tieout Chain 15' Heavy Duty,accessories,048081021163,Prevue Hendrix Tieout Chain 15,0.0,18.89
1774,Four Paws Medium Weight Dog Tie Out Cable Red 20ft,accessories,045663856205,Fourpaws Medium 20' Tie Out Ca,0.0,19.94
1779,Zippy Paws Medium Life Jacket,accessories,818786014995,Zippy Paws Medium Life Jacket,0.0,37.79
1782,Happyride Booster Seat Upto 18,accessories,891293000613,Happyride Booster Seat Upto 18,0.0,48.29
1785,Kong Ez Cone Collar Medium,accessories,035585505572,Kong Rope Rally Bone Medium,0.0,13.64
1787,Kong Ez Cone Collar X-Large,accessories,035585360751,Kong Ez Cone Collar X-Large,0.0,22.04
1797,Kong Cloud Large,accessories,035585081366,Kong Cloud Large,0.0,34.64
1799,Thunder Shirt Sport Extra Small,accessories,819505013213,Thunder Shirt Sport Extra Smal,0.0,41.99
1804,Carelift Rear Support Harness L,accessories,891293000828,Carelift Rear Support Harness,-1.0,48.29
1805,Thunder Shirt Sport L,accessories,819505013237,Thunder Shirt Sport L,0.0,56.69
1817,Spot in the Bag Waste Bags,accessories,077234984062,Spot in the Bag Waste Bags,0.0,9.44
1819,Petcrest Poop Bags,accessories,784099025655,Petcrest Poop Bags,0.0,3.27
1832,Petmate Clean Resonse Rake & Pan,accessories,029695711077,Petmate Clean Resonse Rake & P,-1.0,31.49
1848,Weewee Silicone Pad Holder,accessories,045663970000,Weewee Silicone Pad Holder,0.0,48.29
1850,Weewee Patch Replace Grass Small,accessories,045663158521,Weewee Patch Replace Grass Sma,0.0,31.49
1867,Weewee Instarise Border 50pk,accessories,045663974855,Weewee Instarise Border 50pk,0.0,62.99
1869,Weewee Instarise Border 10pk,accessories,045663974848,Weewee Instarise Border 10pk,0.0,14.69
1876,Drytech 100 Pack Pads,accessories,030172041150,Drytech 100 Pack Pads,0.0,53.54
1932,"Mypet Universal Pet Gate 26""x26""",accessories,026107086259,"Mypet Universal Pet Gate 26""x2",0.0,60.89
1935,Midwest Petgate Steel Pet Gate,accessories,027773022893,Midwest Petgate Steel Pet Gate,0.0,136.49
1952,Catit Catnip Roll on,accessories,022517447574,Catit Catnip Roll on,0.0,7.63
2137,Meowee Savory Spoonables 3 Flavor,accessories,615650000036,Meowee Savory Spoonables 3 Fla,0.0,4.36
2220,Catit Creamy Stuff Toy,accessories,022517429617,Catit Creamy Stuff Toy,0.0,4.36
2271,Meowijuana Jumpnjamb Toy,accessories,714929802064,Meowijuana Jumpnjamb Toy,0.0,13.64
2278,Catit Groovy Fish,accessories,022517430217,Catit Groovy Fish,0.0,20.99
2279,Turbo Replacement Pads 2pk,accessories,879213001056,Turbo Replacement Pads 2pk,0.0,13.64
2282,Catlife Jungle Slope Activity Cen,accessories,030172071980,Catlife Jungle Slope Activity,0.0,60.89
2285,Prevue Scartching Post Grey,accessories,048081071519,Prevue Scartching Post Grey,0.0,26.24
2291,Catlife Purple Activiy & Scratch,accessories,030172067327,Catlife Purple Activiy & Scrat,-1.0,35.69
2296,5lbs Pet Food Container,accessories,079441009019,5lbs Pet Food Container,0.0,20.99
2298,25 Lbs Pet Food Container,accessories,079441009033,25 Lbs Pet Food Container,0.0,40.94
2299,50lbs Pet Food Container,accessories,079441009040,50lbs Pet Food Container,0.0,59.84
2301,24oz Stainless Bowl,accessories,079441002324,24oz Stainless Bowl,0.0,8.73
2302,1qt Mirror Finish Ss Dish,accessories,077234060629,2qt Mirror Finish Ss Dish,0.0,7.63
2303,2qt Mirror Finish Ss Dish,accessories,077234060629,2qt Mirror Finish Ss Dish,0.0,7.63
2304,Vanness Drawstring Cat Pan Liner,accessories,079441004106,Vanness Drawstring Cat Pan Lin,0.0,7.63
2305,Pureness Giant 8 Cat Pan Liners,accessories,079441004137,Pureness Giant 8 Cat Pan Liner,0.0,7.63
2306,Pureness Large 12 Cat Pan Liners,accessories,079441004120,Pureness Large 12 Cat Pan Line,0.0,7.63
2314,Naturesmiracle No More Spraying,accessories,018065057815,Naturesmiracle No More Sprayin,0.0,15.74
2318,Nature's Miracle Pet Block Spray,accessories,018065983756,PetOdor Woofstock Spray,-1.0,11.54
2324,Petlinks Litter Mat,accessories,786306495077,Petlinks Litter Mat,0.0,27.29
2331,Petsafe Scoopfree Crystal Tray,accessories,729849142299,Petsafe Scoopfree Crystal Tray,0.0,41.99
2334,Pixi Flowfoun Filter 3x,accessories,030172437216,Pixi Flowfoun Filter 3x,0.0,9.44
2338,Petmate Cat Litter Scoop with Microban,accessories,029695291128,Petmate Jumbo Litter Scoop,0.0,4.36
2340,Catit Style Litter Scoop,accessories,022517505793,Catit Style Litter Scoop,0.0,4.36
2345,Catit Magic Blue Replacement,accessories,022517443064,Catit Magic Blue Replacement,0.0,10.49
2348,Petmate Scoop & Stand,accessories,29695265013,Petmate Scoop & Stand,0.0,13.64
2352,Litter Genie Refill 2pk,accessories,666594208040,Litter Genie Refill 2pk,0.0,44.09
2356,Vanness Cat Starter Kit,accessories,79441004052,Vanness Cat Starter Kit,0.0,31.49
2367,Breederselect Cat Litter 20l,accessories,9315087390205,Breederselect Cat Litter 20l,0.0,25.19
2372,World's Best Cat Litter Multi 28lb,accessories,322591006125,World's Best Cat Litter Multi,0.0,41.99
2373,Petsafe Crystal Litter 8lb,accessories,729849178656,Petsafe Crystal Litter 8lb,0.0,29.39
2374,Litterpearls Micro Crystals 3.5lb,accessories,633843106044,Litterpearls Micro Crystals 3.,-1.0,16.79
2378,Intersand Odorlock Lavender Cat Litter 13.2lb,accessories,777979213068,Intersand Odorlock Lavender 13lb,0.0,17.84
2379,Intersand Odorlock Bbypdr 25lb,accessories,777979210258,Intersand Odorlock Lavender 25,0.0,27.29
2380,Intersand Odorlock Calming Breeze 13lb,accessories,777979214065,Intersand Odorlock Calming Bre,0.0,17.84
2383,Intersand Odorlock Baby Powder Cat Litter 25lb,accessories,777979210258,Intersand Odorlock Lavender 25,0.0,27.29
2384,Arm & Hammer Cloud Control Litter,accessories,033200001836,Arm & Hammer Cloud Control Lit,0.0,25.19
2386,Arm & Hammer Double Duty Litter,accessories,033200022084,Arm & Hammer Double Duty Litte,0.0,22.04
2389,Tidycats Tidy Feet Litter,accessories,070230100412,Tidycats Tidy Feet Litter,0.0,27.29
2390,Dr. Elsey's Kitten Attract,accessories,000338007207,Dr. Elseys Cat Litter,0.0,28.34
2391,Dr. Elsey's Cat Attract Litter,accessories,000338007771,Dr. Elsey's Cat Attract Litter,0.0,29.39
2395,Naturally Fresh Clumping 14lb,accessories,750244220022,Naturally Fresh Clumping 14lb,0.0,26.24
2396,Naturally Fresh Herbal Attraction 14lb,accessories,050244220060,Naturally Fresh Herbal Attract,0.0,29.39
2398,Naturallyfresh Quick Clump 26lb,accessories,750244230014,Naturallyfresh Quick Clump 26l,0.0,41.99
2399,Naturallyfresh Multicat 26lb,accessories,750244230021,Naturallyfresh Multicat 26lb,0.0,45.14
2401,Catit Clean Catpanwhood,accessories,022517507032,Catit Clean Catpanwhood,0.0,36.74
2403,Catit Airsift Regular Litter Box,accessories,022517507025,Catit Airsift Regular Litter B,0.0,35.69
2404,Catit Airsift Jumbo Litter Box,accessories,022517506950,Catit Airsift Jumbo Litter Box,0.0,41.99
2410,Vanness High Sides Large Pan,accessories,079441004922,Vanness High Sides Large Pan,0.0,15.74
2411,Vanness Corner Cat Litter Pan,accessories,079441004687,Prevue Hendrix Corner Litter P,0.0,12.59
2747,Doggie Nip,accessories,714929808233,Doggie Nip,0.0,5.45
2770,"Jolly Pet Flyer 7.5"" Blue",accessories,788169017526,"Jolly Pet Flyer 7.5"" Blue",0.0,11.54
2784,Spot Funfood Dogritos Chips,accessories,077234545898,Spot Funfood Dogritos Chips,0.0,10.49
2785,Spot Fun Food Ruffus,accessories,077234544440,Spot Fun Food Ruffus,0.0,8.73
2815,Lambchop Happy Birthday,accessories,784369487060,Lambchop Happy Birthday,0.0,12.59
2837,Dogslife Fleece Slipper,accessories,030172024726,Dogslife Fleece Slipper,0.0,7.63
4392,Sleep Sack,accessories,048081990011,Sleep Sack,0.0,12.59
4877,PetOdor Candle Kibblez,accessories,734366063262,PetOdor Candle Kibblez,0.0,11.54
4888,PetOdor Woofstock Spray,accessories,018065983756,PetOdor Woofstock Spray,-1.0,11.54
4889,PetOdor Pawtopia,accessories,091197700644,Fluker's Crafted Cuisine Tortoise,0.0,10.49
4891,PetOdor Candle Lavender with Chamomile,accessories,734366020166,PetOdor Candle Lavender with C,0.0,11.54
4893,PetOdor Lollipets Spray 7oz,accessories,734366054475,PetOdor Lollipets Spray 7oz,-1.0,9.44
4894,PetOdor Furrytails Spray 7oz,accessories,734366054635,PetOdor Furrytails Spray 7oz,-1.0,9.44
4898,PetOdor Creamy Vanilla Car Freshener,accessories,734366023198,PetOdor Creamy Vanilla Car Fre,0.0,3.27
4901,PetOdor Hippie Love Wax,accessories,734366080542,PetOdor Hippie Love Wax,0.0,6.54
4903,PetOdor Cream Vanilla Wax,accessories,734366080511,PetOdor Cream Vanilla Wax,0.0,6.54
4904,PetOdor Pineapple Coconut Wax,accessories,097612180213,Zoo Med Naturalistic Flora,-1.0,8.73
4913,Pet House Sweet Cranberries Mini Candle,accessories,736902408834,Pet House Sweet Cranberries Mi,0.0,4.36
4914,Pet House Lilac Garden Candle,accessories,731236221555,Pet House Lilac Garden Candle,0.0,24.14
4915,Pet House Orange Spice Candle,accessories,745860395513,Pet House Orange Spice Candle,-1.0,22.04
4916,Pet House Autumn Harvest Candle,accessories,612520695248,Pet House Autumn Harvest Candl,0.0,24.14
4917,Pet House Silver Birch Candle,accessories,794969447425,Pet House Silver Birch Candle,0.0,24.14
4921,Pet House Fresh Citrus Candle,accessories,881314673148,Pet House Fresh Citrus Candle,0.0,24.14
4924,Pet House Bamboo Watermint Candle,accessories,029695244780,Vari-Kennel-Kennel-Kennel-Kenn,0.0,157.49
4946,Yummy Crumbs L 12oz,accessories,064992513689,Yummy Crumbs L 12oz,0.0,27.29
5214,"Aqualife Plant Scapes 8""",accessories,030172005497,"Aqualife Plant Scapes 8""",0.0,11.54
5216,"Aqualife Plant Scapes 8""",accessories,018940313014,Aqualife Decoscapes Large,0.0,17.84
5219,"Aqualife Plant Scapes 14""",accessories,618940313090,"Aqualife Plant Scapes 14""",0.0,17.84
5223,"Aqualife Plant Scapes 8""",accessories,030172902826,"Aqualife Plant Scapes 8""",0.0,11.54
5230,Durvet Triple Wormer 2pk Chews Mdlg,accessories,644472017144,A&E Seed Catcher Large,0.0,11.54
5231,Durvet Triple Wormer 2pk Chw Puppy,accessories,048081008218,Durvet Triple Wormer 12pk Chw,0.0,45.14
5232,Durvet Triple Wormer 12pk Chw Puppy,accessories,048081008218,Durvet Triple Wormer 12pk Chw,0.0,45.14
5233,Durvet Worm Ease Liquid 8oz,accessories,096316700116,Zilla Shed-Ease Reptile Bath,0.0,9.44
5236,Crazycat Kitten Wrmer 4oz,accessories,044472017632,Crazycat Kitten Wrmer 4oz,0.0,10.49
5238,Tapeworm Dewormer Dogs Tabs,accessories,080605821903,Tapeworm Dewormer Dogs Tabs,0.0,35.69
5242,Seresto Large Dog Collar,accessories,030172096310,Seresto Large Dog Collar,0.0,83.99
5249,Hippie Hounds 250mg Dog Drops,accessories,779202025097,Hippie Hounds 250mg Dog Drops,0.0,27.29
5250,Hippie Hounds 1000mg Dog Drops,accessories,779202321618,Hippie Hounds 1000mg Dog Drops,0.0,52.49
5252,Hippie Hounds 500mg Dog Drops,accessories,051233316871,Hippie Hounds 500mg Dog Drops,0.0,31.49
5541,Cascade Filtapack 2pk,accessories,030172016271,Small Parrot Starter Kit,0.0,157.49
5832,Pet Rainydays Large,accessories,030172069925,Pet Rainydays Large,0.0,20.99
5833,Petrainy Daysxlg,accessories,030172069932,Petrainy Daysxlg,0.0,29.39
5836,Harness Hoodie Large Red,accessories,077234302064,Harness Hoodie Large Red,0.0,23.09
5837,Harness Coat Navy Large,accessories,660204010566,Harness Coat Navy Large,0.0,26.24
5839,Harness Hoodie Large Blue,accessories,660204032025,Harness Hoodie Large Blue,0.0,23.09
5843,Basic Hoodie Rasberry Small,accessories,721343212812,Basic Hoodie Rasberry Small,-1.0,17.84
5844,Basic Hoodie Natural Blue Medium,accessories,721343210627,Basic Hoodie Natural Blue Medi,0.0,17.84
5845,Basic Hoodie Bviolet Medium,accessories,721343216940,Basic Hoodie Bviolet Medium,0.0,17.84
5846,Basic Hoodie Black Medium,accessories,721343216315,Basic Hoodie Black Medium,0.0,17.84
5847,Basic Hoodie Red Large,accessories,721343220909,Basic Hoodie Red Large,0.0,17.84
5857,LSU Teeshirt Small,accessories,849790155343,LSU Teeshirt Small,0.0,20.99
5877,Garden Gnomes Pjs Pink Extra Extra Small,accessories,660204032063,Garden Gnomes Pjs Pink Extra E,0.0,22.04
5879,Gardebn Gnomes Pj Pink Extra Large,accessories,660204032087,Gardebn Gnomes Pj Pink Extra L,0.0,22.04
5894,Camo Sweatshirt Extra Large,accessories,077234500071,Camo Sweatshirt Extra Large,0.0,27.29
5899,Plaid Sweater Red Medium,accessories,030172101397,Plaid Sweater Red Medium,0.0,24.14
5902,Class Cable Sweater Red Extra Extra Small,accessories,022517912461,Class Cable Sweater Red Extra,0.0,13.64
6940,Dogo's Ice Cream Vanilla,accessories,850529003903,Dogo's Ice Cream Vanilla,0.0,4.36
7125,Fritz Glass Cleaner,accessories,080531540084,Fritz Glass Cleaner,0.0,10.49
7170,Acurel,accessories,842982000056,Acurel,0.0,7.63
7499,PetOdor Candle Hippe Love,accessories,734366027943,PetOdor Candle Hippe Love,0.0,11.54
7503,PetOdor Ocean Breeze Spray 7oz,accessories,734366054925,PetOdor Ocean Breeze Spray 7oz,0.0,9.44
7504,PetOdor Flower Power Spray 7oz,accessories,734366054178,PetOdor Flower Power Spray 7oz,0.0,9.44
7505,PetOdor Lavender with Chamomile Spray 7oz,accessories,734366020197,PetOdor Lavender with Chamomil,0.0,9.44
7983,Petsafe Come With Me Kitty Harness And Leash Black Large,accessories,10BE008428,Petsafe Come With Me Kitty Har,0.0,19.94
8225,Untucked Cab Sweet Navy Medium,accessories,076484510649,Safari Large Nail Trimmer,0.0,11.54
8248,Cosmic Hoodie Navy Extra Small,accessories,660204031837,Cosmic Hoodie Navy Extra Small,0.0,18.89
9133,Coastal Mesh Muzzle Size 7xl,accessories,076484076114,Coastal Mesh Muzzle Size 7xl,0.0,17.84
9134,Coastal Mesh Muzzle Size 6,accessories,076484706770,Coastal Mesh Muzzle Size 6,0.0,16.79
9146,Coastal Auto Tether,accessories,076484986000,Coastal Auto Tether,0.0,24.14
9262,Petmate Pup Top Food Can Topper,accessories,029695268045,Petmate Pup Top Food Can Toppe,0.0,3.27
9370,Intersand Fresh & Natural Scented Clumping Cat Litter 20lb,accessories,777979156105,Intersand Fresh & Natural Scen,-1.0,20.99
9374,Four Paws Wee-Wee Super Absorbent Disposable Dog Diaper Liners One Size (10 ct),accessories,045663972288,Four Paws Wee-Wee Super Absorb,0.0,12.59
9458,Loving Pets Bella Fashion Mats Assorted,accessories,842982075696,Loving Pets Fashion Mat,0.0,8.73
9494,Kaytee CritterTrail One Level Habitat,accessories,045125605280,Crittertrail Quick Clean,0.0,73.49
9552,"Midwest Quiet Time Deluxe Wave Pet Bed Tan 18""",accessories,027773027911,Quiet Time Crate Bed 18 inch Tan,0.0,15.74
